global_id,label_id,label_name,sheikh_id,sheikh_name,audio_num,original_file,new_file,original_path,new_path
339,001,Ikhfa,005,abdulah_marsh,134,ikhfa_kaf_abdullah2.mp4_chunk_20.mp3,001_005_134_339.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_20.mp3,/content/dataset/001_005_134_339.wav
340,001,Ikhfa,005,abdulah_marsh,135,ikhfa_kaf_abdullah2.mp4_chunk_21.mp3,001_005_135_340.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_21.mp3,/content/dataset/001_005_135_340.wav
341,001,Ikhfa,005,abdulah_marsh,136,ikhfa_kaf_abdullah2.mp4_chunk_22.mp3,001_005_136_341.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_22.mp3,/content/dataset/001_005_136_341.wav
342,001,Ikhfa,005,abdulah_marsh,137,ikhfa_kaf_abdullah2.mp4_chunk_23.mp3,001_005_137_342.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_23.mp3,/content/dataset/001_005_137_342.wav
343,001,Ikhfa,005,abdulah_marsh,138,ikhfa_kaf_abdullah2.mp4_chunk_24.mp3,001_005_138_343.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_24.mp3,/content/dataset/001_005_138_343.wav
344,001,Ikhfa,005,abdulah_marsh,139,ikhfa_kaf_abdullah2.mp4_chunk_25.mp3,001_005_139_344.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_25.mp3,/content/dataset/001_005_139_344.wav
345,001,Ikhfa,005,abdulah_marsh,140,ikhfa_kaf_abdullah2.mp4_chunk_26.mp3,001_005_140_345.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_26.mp3,/content/dataset/001_005_140_345.wav
346,001,Ikhfa,005,abdulah_marsh,141,ikhfa_kaf_abdullah2.mp4_chunk_27.mp3,001_005_141_346.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_27.mp3,/content/dataset/001_005_141_346.wav
347,001,Ikhfa,005,abdulah_marsh,142,ikhfa_kaf_abdullah2.mp4_chunk_28.mp3,001_005_142_347.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_28.mp3,/content/dataset/001_005_142_347.wav
348,001,Ikhfa,005,abdulah_marsh,143,ikhfa_kaf_abdullah2.mp4_chunk_29.mp3,001_005_143_348.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_29.mp3,/content/dataset/001_005_143_348.wav
349,001,Ikhfa,005,abdulah_marsh,144,ikhfa_kaf_abdullah2.mp4_chunk_3.mp3,001_005_144_349.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_3.mp3,/content/dataset/001_005_144_349.wav
350,001,Ikhfa,005,abdulah_marsh,145,ikhfa_kaf_abdullah2.mp4_chunk_30.mp3,001_005_145_350.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_30.mp3,/content/dataset/001_005_145_350.wav
351,001,Ikhfa,005,abdulah_marsh,146,ikhfa_kaf_abdullah2.mp4_chunk_31.mp3,001_005_146_351.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_31.mp3,/content/dataset/001_005_146_351.wav
352,001,Ikhfa,005,abdulah_marsh,147,ikhfa_kaf_abdullah2.mp4_chunk_32.mp3,001_005_147_352.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_32.mp3,/content/dataset/001_005_147_352.wav
353,001,Ikhfa,005,abdulah_marsh,148,ikhfa_kaf_abdullah2.mp4_chunk_33.mp3,001_005_148_353.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_33.mp3,/content/dataset/001_005_148_353.wav
354,001,Ikhfa,005,abdulah_marsh,149,ikhfa_kaf_abdullah2.mp4_chunk_34.mp3,001_005_149_354.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_34.mp3,/content/dataset/001_005_149_354.wav
355,001,Ikhfa,005,abdulah_marsh,150,ikhfa_kaf_abdullah2.mp4_chunk_35.mp3,001_005_150_355.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_35.mp3,/content/dataset/001_005_150_355.wav
356,001,Ikhfa,005,abdulah_marsh,151,ikhfa_kaf_abdullah2.mp4_chunk_36.mp3,001_005_151_356.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_36.mp3,/content/dataset/001_005_151_356.wav
357,001,Ikhfa,005,abdulah_marsh,152,ikhfa_kaf_abdullah2.mp4_chunk_37.mp3,001_005_152_357.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_37.mp3,/content/dataset/001_005_152_357.wav
358,001,Ikhfa,005,abdulah_marsh,153,ikhfa_kaf_abdullah2.mp4_chunk_38.mp3,001_005_153_358.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_38.mp3,/content/dataset/001_005_153_358.wav
359,001,Ikhfa,005,abdulah_marsh,154,ikhfa_kaf_abdullah2.mp4_chunk_39.mp3,001_005_154_359.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_39.mp3,/content/dataset/001_005_154_359.wav
360,001,Ikhfa,005,abdulah_marsh,155,ikhfa_kaf_abdullah2.mp4_chunk_4.mp3,001_005_155_360.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_4.mp3,/content/dataset/001_005_155_360.wav
361,001,Ikhfa,005,abdulah_marsh,156,ikhfa_kaf_abdullah2.mp4_chunk_40.mp3,001_005_156_361.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_40.mp3,/content/dataset/001_005_156_361.wav
362,001,Ikhfa,005,abdulah_marsh,157,ikhfa_kaf_abdullah2.mp4_chunk_41.mp3,001_005_157_362.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_41.mp3,/content/dataset/001_005_157_362.wav
363,001,Ikhfa,005,abdulah_marsh,158,ikhfa_kaf_abdullah2.mp4_chunk_42.mp3,001_005_158_363.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_42.mp3,/content/dataset/001_005_158_363.wav
364,001,Ikhfa,005,abdulah_marsh,159,ikhfa_kaf_abdullah2.mp4_chunk_43.mp3,001_005_159_364.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_43.mp3,/content/dataset/001_005_159_364.wav
365,001,Ikhfa,005,abdulah_marsh,160,ikhfa_kaf_abdullah2.mp4_chunk_44.mp3,001_005_160_365.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_44.mp3,/content/dataset/001_005_160_365.wav
366,001,Ikhfa,005,abdulah_marsh,161,ikhfa_kaf_abdullah2.mp4_chunk_45.mp3,001_005_161_366.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_45.mp3,/content/dataset/001_005_161_366.wav
367,001,Ikhfa,005,abdulah_marsh,162,ikhfa_kaf_abdullah2.mp4_chunk_46.mp3,001_005_162_367.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_46.mp3,/content/dataset/001_005_162_367.wav
368,001,Ikhfa,005,abdulah_marsh,163,ikhfa_kaf_abdullah2.mp4_chunk_47.mp3,001_005_163_368.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_47.mp3,/content/dataset/001_005_163_368.wav
369,001,Ikhfa,005,abdulah_marsh,164,ikhfa_kaf_abdullah2.mp4_chunk_48.mp3,001_005_164_369.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_48.mp3,/content/dataset/001_005_164_369.wav
370,001,Ikhfa,005,abdulah_marsh,165,ikhfa_kaf_abdullah2.mp4_chunk_49.mp3,001_005_165_370.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_49.mp3,/content/dataset/001_005_165_370.wav
371,001,Ikhfa,005,abdulah_marsh,166,ikhfa_kaf_abdullah2.mp4_chunk_5.mp3,001_005_166_371.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_5.mp3,/content/dataset/001_005_166_371.wav
372,001,Ikhfa,005,abdulah_marsh,167,ikhfa_kaf_abdullah2.mp4_chunk_50.mp3,001_005_167_372.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_50.mp3,/content/dataset/001_005_167_372.wav
373,001,Ikhfa,005,abdulah_marsh,168,ikhfa_kaf_abdullah2.mp4_chunk_51.mp3,001_005_168_373.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_51.mp3,/content/dataset/001_005_168_373.wav
374,001,Ikhfa,005,abdulah_marsh,169,ikhfa_kaf_abdullah2.mp4_chunk_52.mp3,001_005_169_374.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_52.mp3,/content/dataset/001_005_169_374.wav
375,001,Ikhfa,005,abdulah_marsh,170,ikhfa_kaf_abdullah2.mp4_chunk_53.mp3,001_005_170_375.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_53.mp3,/content/dataset/001_005_170_375.wav
376,001,Ikhfa,005,abdulah_marsh,171,ikhfa_kaf_abdullah2.mp4_chunk_54.mp3,001_005_171_376.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_54.mp3,/content/dataset/001_005_171_376.wav
377,001,Ikhfa,005,abdulah_marsh,172,ikhfa_kaf_abdullah2.mp4_chunk_55.mp3,001_005_172_377.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_55.mp3,/content/dataset/001_005_172_377.wav
378,001,Ikhfa,005,abdulah_marsh,173,ikhfa_kaf_abdullah2.mp4_chunk_56.mp3,001_005_173_378.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_56.mp3,/content/dataset/001_005_173_378.wav
379,001,Ikhfa,005,abdulah_marsh,174,ikhfa_kaf_abdullah2.mp4_chunk_57.mp3,001_005_174_379.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_57.mp3,/content/dataset/001_005_174_379.wav
380,001,Ikhfa,005,abdulah_marsh,175,ikhfa_kaf_abdullah2.mp4_chunk_58.mp3,001_005_175_380.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_58.mp3,/content/dataset/001_005_175_380.wav
381,001,Ikhfa,005,abdulah_marsh,176,ikhfa_kaf_abdullah2.mp4_chunk_59.mp3,001_005_176_381.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_59.mp3,/content/dataset/001_005_176_381.wav
382,001,Ikhfa,005,abdulah_marsh,177,ikhfa_kaf_abdullah2.mp4_chunk_6.mp3,001_005_177_382.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_6.mp3,/content/dataset/001_005_177_382.wav
383,001,Ikhfa,005,abdulah_marsh,178,ikhfa_kaf_abdullah2.mp4_chunk_60.mp3,001_005_178_383.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_60.mp3,/content/dataset/001_005_178_383.wav
384,001,Ikhfa,005,abdulah_marsh,179,ikhfa_kaf_abdullah2.mp4_chunk_7.mp3,001_005_179_384.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_7.mp3,/content/dataset/001_005_179_384.wav
385,001,Ikhfa,005,abdulah_marsh,180,ikhfa_kaf_abdullah2.mp4_chunk_8.mp3,001_005_180_385.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_8.mp3,/content/dataset/001_005_180_385.wav
386,001,Ikhfa,005,abdulah_marsh,181,ikhfa_kaf_abdullah2.mp4_chunk_9.mp3,001_005_181_386.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah2.mp4_chunk_9.mp3,/content/dataset/001_005_181_386.wav
387,001,Ikhfa,005,abdulah_marsh,182,ikhfa_kaf_abdullah3.mp4_chunk_0.mp3,001_005_182_387.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_0.mp3,/content/dataset/001_005_182_387.wav
388,001,Ikhfa,005,abdulah_marsh,183,ikhfa_kaf_abdullah3.mp4_chunk_1.mp3,001_005_183_388.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_1.mp3,/content/dataset/001_005_183_388.wav
389,001,Ikhfa,005,abdulah_marsh,184,ikhfa_kaf_abdullah3.mp4_chunk_10.mp3,001_005_184_389.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_10.mp3,/content/dataset/001_005_184_389.wav
390,001,Ikhfa,005,abdulah_marsh,185,ikhfa_kaf_abdullah3.mp4_chunk_11.mp3,001_005_185_390.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_11.mp3,/content/dataset/001_005_185_390.wav
391,001,Ikhfa,005,abdulah_marsh,186,ikhfa_kaf_abdullah3.mp4_chunk_12.mp3,001_005_186_391.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_12.mp3,/content/dataset/001_005_186_391.wav
392,001,Ikhfa,005,abdulah_marsh,187,ikhfa_kaf_abdullah3.mp4_chunk_13.mp3,001_005_187_392.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_13.mp3,/content/dataset/001_005_187_392.wav
393,001,Ikhfa,005,abdulah_marsh,188,ikhfa_kaf_abdullah3.mp4_chunk_14.mp3,001_005_188_393.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_14.mp3,/content/dataset/001_005_188_393.wav
394,001,Ikhfa,005,abdulah_marsh,189,ikhfa_kaf_abdullah3.mp4_chunk_15.mp3,001_005_189_394.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_15.mp3,/content/dataset/001_005_189_394.wav
395,001,Ikhfa,005,abdulah_marsh,190,ikhfa_kaf_abdullah3.mp4_chunk_16.mp3,001_005_190_395.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_16.mp3,/content/dataset/001_005_190_395.wav
396,001,Ikhfa,005,abdulah_marsh,191,ikhfa_kaf_abdullah3.mp4_chunk_17.mp3,001_005_191_396.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_17.mp3,/content/dataset/001_005_191_396.wav
397,001,Ikhfa,005,abdulah_marsh,192,ikhfa_kaf_abdullah3.mp4_chunk_18.mp3,001_005_192_397.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_18.mp3,/content/dataset/001_005_192_397.wav
398,001,Ikhfa,005,abdulah_marsh,193,ikhfa_kaf_abdullah3.mp4_chunk_19.mp3,001_005_193_398.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_19.mp3,/content/dataset/001_005_193_398.wav
399,001,Ikhfa,005,abdulah_marsh,194,ikhfa_kaf_abdullah3.mp4_chunk_2.mp3,001_005_194_399.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_2.mp3,/content/dataset/001_005_194_399.wav
400,001,Ikhfa,005,abdulah_marsh,195,ikhfa_kaf_abdullah3.mp4_chunk_20.mp3,001_005_195_400.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_20.mp3,/content/dataset/001_005_195_400.wav
401,001,Ikhfa,005,abdulah_marsh,196,ikhfa_kaf_abdullah3.mp4_chunk_21.mp3,001_005_196_401.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_21.mp3,/content/dataset/001_005_196_401.wav
402,001,Ikhfa,005,abdulah_marsh,197,ikhfa_kaf_abdullah3.mp4_chunk_22.mp3,001_005_197_402.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_22.mp3,/content/dataset/001_005_197_402.wav
403,001,Ikhfa,005,abdulah_marsh,198,ikhfa_kaf_abdullah3.mp4_chunk_23.mp3,001_005_198_403.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_23.mp3,/content/dataset/001_005_198_403.wav
404,001,Ikhfa,005,abdulah_marsh,199,ikhfa_kaf_abdullah3.mp4_chunk_24.mp3,001_005_199_404.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_24.mp3,/content/dataset/001_005_199_404.wav
405,001,Ikhfa,005,abdulah_marsh,200,ikhfa_kaf_abdullah3.mp4_chunk_25.mp3,001_005_200_405.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_25.mp3,/content/dataset/001_005_200_405.wav
406,001,Ikhfa,005,abdulah_marsh,201,ikhfa_kaf_abdullah3.mp4_chunk_26.mp3,001_005_201_406.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_26.mp3,/content/dataset/001_005_201_406.wav
407,001,Ikhfa,005,abdulah_marsh,202,ikhfa_kaf_abdullah3.mp4_chunk_3.mp3,001_005_202_407.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_3.mp3,/content/dataset/001_005_202_407.wav
408,001,Ikhfa,005,abdulah_marsh,203,ikhfa_kaf_abdullah3.mp4_chunk_4.mp3,001_005_203_408.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_4.mp3,/content/dataset/001_005_203_408.wav
409,001,Ikhfa,005,abdulah_marsh,204,ikhfa_kaf_abdullah3.mp4_chunk_5.mp3,001_005_204_409.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_5.mp3,/content/dataset/001_005_204_409.wav
410,001,Ikhfa,005,abdulah_marsh,205,ikhfa_kaf_abdullah3.mp4_chunk_6.mp3,001_005_205_410.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_6.mp3,/content/dataset/001_005_205_410.wav
411,001,Ikhfa,005,abdulah_marsh,206,ikhfa_kaf_abdullah3.mp4_chunk_7.mp3,001_005_206_411.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_7.mp3,/content/dataset/001_005_206_411.wav
412,001,Ikhfa,005,abdulah_marsh,207,ikhfa_kaf_abdullah3.mp4_chunk_8.mp3,001_005_207_412.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_8.mp3,/content/dataset/001_005_207_412.wav
413,001,Ikhfa,005,abdulah_marsh,208,ikhfa_kaf_abdullah3.mp4_chunk_9.mp3,001_005_208_413.wav,/content/drive/MyDrive/DATASET/abduallh_marsh/ikhfa_kaf_abdullah/ikhfa_kaf_abdullah3.mp4_chunk_9.mp3,/content/dataset/001_005_208_413.wav
414,001,Ikhfa,006,rasheed alrahbi,001,ikhfa_kaf_rasheed.aac_chunk_0.mp3,001_006_001_414.wav,/content/drive/MyDrive/DATASET/Rasheed/ikhfa_kaf_rasheed/ikhfa_kaf_rasheed.aac_chunk_0.mp3,/content/dataset/001_006_001_414.wav
415,001,Ikhfa,006,rasheed alrahbi,002,ikhfa_kaf_rasheed.aac_chunk_1.mp3,001_006_002_415.wav,/content/drive/MyDrive/DATASET/Rasheed/ikhfa_kaf_rasheed/ikhfa_kaf_rasheed.aac_chunk_1.mp3,/content/dataset/001_006_002_415.wav
416,001,Ikhfa,006,rasheed alrahbi,003,ikhfa_kaf_rasheed.aac_chunk_10.mp3,001_006_003_416.wav,/content/drive/MyDrive/DATASET/Rasheed/ikhfa_kaf_rasheed/ikhfa_kaf_rasheed.aac_chunk_10.mp3,/content/dataset/001_006_003_416.wav
417,001,Ikhfa,006,rasheed alrahbi,004,ikhfa_kaf_rasheed.aac_chunk_100.mp3,001_006_004_417.wav,/content/drive/MyDrive/DATASET/Rasheed/ikhfa_kaf_rasheed/ikhfa_kaf_rasheed.aac_chunk_100.mp3,/content/dataset/001_006_004_417.wav
418,001,Ikhfa,006,rasheed alrahbi,005,ikhfa_kaf_rasheed.aac_chunk_101.mp3,001_006_005_418.wav,/content/drive/MyDrive/DATASET/Rasheed/ikhfa_kaf_rasheed/ikhfa_kaf_rasheed.aac_chunk_101.mp3,/content/dataset/001_006_005_418.wav
419,001,Ikhfa,006,rasheed alrahbi,006,ikhfa_kaf_rasheed.aac_chunk_102.mp3,001_006_006_419.wav,/content/drive/MyDrive/DATASET/Rasheed/ikhfa_kaf_rasheed/ikhfa_kaf_rasheed.aac_chunk_102.mp3,/content/dataset/001_006_006_419.wav
420,001,Ikhfa,006,rasheed alrahbi,007,ikhfa_kaf_rasheed.aac_chunk_103.mp3,001_006_007_420.wav,/content/drive/MyDrive/DATASET/Rasheed/ikhfa_kaf_rasheed/ikhfa_kaf_rasheed.aac_chunk_103.mp3,/content/dataset/001_006_007_420.wav
421,001,Ikhfa,006,rasheed alrahbi,008,ikhfa_kaf_rasheed.aac_chunk_104.mp3,001_006_008_421.wav,/content/drive/MyDrive/DATASET/Rasheed/ikhfa_kaf_rasheed/ikhfa_kaf_rasheed.aac_chunk_104.mp3,/content/dataset/001_006_008_421.wav
422,001,Ikhfa,006,rasheed alrahbi,009,ikhfa_kaf_rasheed.aac_chunk_105.mp3,001_006_009_422.wav,/content/drive/MyDrive/DATASET/Rasheed/ikhfa_kaf_rasheed/ikhfa_kaf_rasheed.aac_chunk_105.mp3,/content/dataset/001_006_009_422.wav
423,001,Ikhfa,006,rasheed alrahbi,010,ikhfa_kaf_rasheed.aac_chunk_106.mp3,001_006_010_423.wav,/content/drive/MyDrive/DATASET/Rasheed/ikhfa_kaf_rasheed/ikhfa_kaf_rasheed.aac_chunk_106.mp3,/content/dataset/001_006_010_423.wav
424,001,Ikhfa,006,rasheed alrahbi,011,ikhfa_kaf_rasheed.aac_chunk_107.mp3,001_006_011_424.wav,/content/drive/MyDrive/DATASET/Rasheed/ikhfa_kaf_rasheed/ikhfa_kaf_rasheed.aac_chunk_107.mp3,/content/dataset/001_006_011_424.wav
425,001,Ikhfa,006,rasheed alrahbi,012,ikhfa_kaf_rasheed.aac_chunk_108.mp3,001_006_012_425.wav,/content/drive/MyDrive/DATASET/Rasheed/ikhfa_kaf_rasheed/ikhfa_kaf_rasheed.aac_chunk_108.mp3,/content/dataset/001_006_012_425.wav
426,001,Ikhfa,006,rasheed alrahbi,013,ikhfa_kaf_rasheed.aac_chunk_109.mp3,001_006_013_426.wav,/content/drive/MyDrive/DATASET/Rasheed/ikhfa_kaf_rasheed/ikhfa_kaf_rasheed.aac_chunk_109.mp3,/content/dataset/001_006_013_426.wav
427,001,Ikhfa,006,rasheed alrahbi,014,ikhfa_kaf_rasheed.aac_chunk_11.mp3,001_006_014_427.wav,/content/drive/MyDrive/DATASET/Rasheed/ikhfa_kaf_rasheed/ikhfa_kaf_rasheed.aac_chunk_11.mp3,/content/dataset/001_006_014_427.wav
428,001,Ikhfa,006,rasheed alrahbi,015,ikhfa_kaf_rasheed.aac_chunk_110.mp3,001_006_015_428.wav,/content/drive/MyDrive/DATASET/Rasheed/ikhfa_kaf_rasheed/ikhfa_kaf_rasheed.aac_chunk_110.mp3,/content/dataset/001_006_015_428.wav
429,001,Ikhfa,006,rasheed alrahbi,016,ikhfa_kaf_rasheed.aac_chunk_111.mp3,001_006_016_429.wav,/content/drive/MyDrive/DATASET/Rasheed/ikhfa_kaf_rasheed/ikhfa_kaf_rasheed.aac_chunk_111.mp3,/content/dataset/001_006_016_429.wav
